image,expected_concentration,predicted_concentration,absolute_error,error,data
0.25-6_batch1.jpg,0.25,0.35707028006719765,0.10707028006719765,0.10707028006719765,train
0.25-9_batch1.jpg,0.25,0.2541022808399207,0.004102280839920702,0.004102280839920702,train
0.25-7_batch1.jpg,0.25,0.22933719337502145,0.020662806624978547,-0.020662806624978547,train
0.25-5_batch1.jpg,0.25,0.1929542084619622,0.05704579153803779,-0.05704579153803779,train
0.25-3_batch1.jpg,0.25,0.31167909896487256,0.06167909896487256,0.06167909896487256,train
0.25-2_batch1.jpg,0.25,0.19218777153458788,0.05781222846541212,-0.05781222846541212,train
0.25-10_batch1.jpg,0.25,0.31741088705848064,0.06741088705848064,0.06741088705848064,train
0.25-4_batch1.jpg,0.25,0.29354667875543505,0.04354667875543505,0.04354667875543505,train
0.25-8_batch1.jpg,0.25,0.30879703312840423,0.05879703312840423,0.05879703312840423,train
0.25-1_batch1.jpg,0.25,0.2633615905440343,0.013361590544034296,0.013361590544034296,train
0.5-9_batch1.jpg,0.5,0.3651916507346793,0.1348083492653207,-0.1348083492653207,train
0.5-7_batch1.jpg,0.5,0.44035560292070963,0.05964439707929037,-0.05964439707929037,train
0.5-5_batch1.jpg,0.5,0.29314226020153056,0.20685773979846944,-0.20685773979846944,train
0.5-1_batch1.jpg,0.5,0.31877347911030496,0.18122652088969504,-0.18122652088969504,train
0.5-6_batch1.jpg,0.5,0.48548985594150595,0.014510144058494046,-0.014510144058494046,train
0.5-8_batch1.jpg,0.5,0.45899363827999795,0.04100636172000205,-0.04100636172000205,train
0.5-3_batch1.jpg,0.5,0.4679205063544081,0.03207949364559193,-0.03207949364559193,train
0.5-4_batch1.jpg,0.5,0.34576039494786737,0.15423960505213263,-0.15423960505213263,train
0.5-10_batch1.jpg,0.5,0.6047828729134246,0.10478287291342459,0.10478287291342459,train
0.5-2_batch1.jpg,0.5,0.4270358282357227,0.07296417176427727,-0.07296417176427727,train
0.75-5_batch1.jpg,0.75,0.8474935852397716,0.09749358523977159,0.09749358523977159,train
0.75-10_batch1.jpg,0.75,0.8579485019585351,0.10794850195853511,0.10794850195853511,train
0.75-3_batch1.jpg,0.75,0.7031415003059238,0.04685849969407618,-0.04685849969407618,train
0.75-8_batch1.jpg,0.75,0.8470246148142269,0.09702461481422686,0.09702461481422686,train
0.75-1_batch1.jpg,0.75,0.8292638837514623,0.07926388375146232,0.07926388375146232,train
0.75-2_batch1.jpg,0.75,0.8209745156519499,0.0709745156519499,0.0709745156519499,train
0.75-9_batch1.jpg,0.75,0.8909292223037246,0.14092922230372462,0.14092922230372462,train
0.75-7_batch1.jpg,0.75,1.034580996772101,0.2845809967721009,0.2845809967721009,train
0.75-4_batch1.jpg,0.75,0.7944807638286902,0.04448076382869015,0.04448076382869015,train
